N,P,K,temperature,humidity,ph,rainfall,label,N_P_ratio,P_K_ratio,N_K_ratio,total_NPK,temp_humidity,rainfall_ph,temp_sq,rainfall_sq,temp_bin,rain_bin,label_encoded
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,0.11510791284095027,0.6847290606663593,0.07881773360188309,358,1443.3745199996458,413.2351852161223,317.8388968552758,4335.891627183003,0,0,7
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,0.2269503530003521,0.6911764672001154,0.1568627443291042,377,731.6266991648869,372.26060238264824,77.89253470453083,4520.648095135225,0,0,7
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,0.15942028869985297,0.7076923040631165,0.11282051224194609,355,2324.6139607600144,453.37734010189854,774.7800608442611,5333.209669393982,1,0,7
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,0.21527777628279324,0.7128712835996471,0.15346534577492404,377,887.8072951480311,400.6076237747169,121.46362642165231,4656.647322268512,0,0,7
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes,0.022058823367214535,0.6634146309101725,0.014634146270077336,344,1421.8178840155645,452.3441446615667,309.27775072347134,5098.894697399646,0,0,7
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,0.22950819484009677,0.6192893369579222,0.14213197897394936,347,1645.8736905793007,407.9840784586123,395.75689096446905,4852.873402646646,0,0,7
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,0.02941176448961938,0.6666666633986928,0.019607843041138023,344,2448.1682927063107,386.51530646477687,896.22851703481,4293.236432661334,1,0,7
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,0.26896551538644475,0.7213930312368506,0.19402984978094603,385,2960.1477647827155,417.242705741228,1349.1859364901463,5218.951070946248,2,0,7
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,0.287878785697888,0.6700507580200469,0.1928934000360741,367,1665.1618493343474,396.97253932150954,417.0150980230131,4479.712802277416,0,0,7
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,0.27067668969416026,0.6717171683246608,0.18181818089990817,367,2143.208739985428,430.85291857688037,651.2396329409798,4784.877949039926,1,0,7
25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes,0.20661156854040028,0.6019900467562684,0.12437810883393975,347,2523.499340415904,392.05559114161787,930.698268569871,4911.487255221575,1,0,7
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes,0.11999999904000001,0.628140700361102,0.07537688404333225,339,1484.409663136305,388.49470994263623,339.5540931344412,4866.08691079053,0,0,7
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,0.17142857020408164,0.6829268259369423,0.11707317016061869,369,1010.4023640463014,407.34132710833114,146.09610082848397,4715.312576227537,0,0,7
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,0.09848484773875116,0.6502463022155355,0.06403940855153001,348,1946.702685046817,470.4300662176872,557.0144531388852,5363.953687294867,1,0,7
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,0.03968253936759889,0.639593905382772,0.025380710531062382,328,1039.4724892539152,430.64250418871757,163.84009907201497,4502.999695449323,0,0,7
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,0.2499999979166667,0.5999999970000001,0.14999999925000002,350,3130.4139210975745,409.6424505477876,1448.6393266880666,4316.684758020798,2,0,7
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,0.1619718298452688,0.7208121790821717,0.11675126844288697,362,3204.865083831313,415.8861373968033,1526.1176015216247,4803.5612949789775,2,0,7
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes,0.19259259116598082,0.6650246272658885,0.12807881710306002,364,2741.9936312085865,423.7423947821936,1141.3403431184172,5555.5517035574985,2,0,7
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,0.05555555511463845,0.6206896521148293,0.03448275845082385,336,1374.5416458616194,414.96198623592556,280.9652162549713,5371.00313928284,0,0,7
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,0.23021582568190055,0.7020201984746455,0.1616161607999184,369,2967.226962058679,423.0703549872866,1288.312858798639,4427.500481002795,2,0,7
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,0.06382978678134903,0.6980197985246545,0.044554455224977946,352,1705.776694405252,406.23952899290435,441.52322100087065,4406.899531397393,1,0,7
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes,0.14084506943066852,0.7244897922219908,0.1020408158059142,358,872.0793764651852,426.42619435173367,118.78294185475123,4718.893659071964,0,0,7
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,0.24806201358091462,0.6417910415831292,0.1592039793074429,362,1358.166218380769,464.2271177228426,267.73201788059936,5120.354850459762,0,0,7
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,0.022388059534417467,0.6733668307871014,0.015075376808666448,336,1649.5184331469854,413.4041911506424,411.42855181486465,5050.3923060656325,0,0,7
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,0.2753623168452006,0.6764705849192618,0.18627450889081124,380,2090.6101835700492,461.8249943453783,630.5665677794703,5330.499275777779,1,0,7
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,0.10687022819183033,0.6616161582746659,0.07070707034996429,343,2806.549414214696,377.83612709491905,1119.8470730471024,4613.403951104225,2,0,7
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,0.16393442488578341,0.5980392127547097,0.09803921520569012,346,953.9961165792714,422.1307118612257,139.1844723770796,4234.056079421131,0,0,7
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,0.31746031494079113,0.6268656685230564,0.19900497413430362,367,909.3929716440842,435.42455039882464,129.11797148873939,5067.00444234863,0,0,7
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,0.2812499978027344,0.6274509773164167,0.1764705873702422,368,2036.17072392221,381.83688400766215,636.8265835783897,4494.148265162064,1,0,7
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes,0.0833333327020202,0.6700507580200469,0.05583756316833725,340,1299.0634378464486,426.64458864094337,255.69631187837803,5535.65590912257,0,0,7
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes,0.0,0.7025640989612097,0.0,332,1799.0479250949202,413.9323056988508,503.3696850920628,4276.809044639562,1,0,7
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,0.15447154345958095,0.6149999969250001,0.094999999525,342,2816.8618922421942,405.1993088756813,1208.3174240908947,4317.055073970323,2,0,7
31,136,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes,0.2279411747945502,0.6903553264448968,0.15736040529258677,364,2592.7501858912447,403.84931326567715,967.8614997954658,5102.247160045449,1,0,7
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,0.029850746045889956,0.66999999665,0.0199999999,338,2313.5921617431104,428.3379500480797,816.7185467256412,5379.096045266502,1,0,7
39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes,0.2805755375498163,0.691542285116705,0.19402984978094603,379,3336.853094952534,380.53551480085497,1696.3400583203997,4718.173087129902,2,0,7
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,0.06299212548825098,0.6479591803675552,0.04081632632236568,331,2247.9159781108488,413.91163857416797,730.4944796719436,5034.847602612999,1,0,7
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,0.2826086936042848,0.6798029523162417,0.19211822565459002,380,1744.8729010081574,477.5791782084551,449.1599149059383,5569.390505809707,1,0,7
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes,0.2666666644444445,0.5882352912341408,0.1568627443291042,356,866.1649512855699,413.7150955545413,107.74538797066481,4541.646337182297,0,0,7
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,0.08450704165840112,0.6995073857167124,0.05911330020141232,357,2585.212956641554,388.3007258219707,980.4161567889649,4226.424025570837,1,0,7
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,0.06015037548759116,0.6820512785535832,0.041025640815253124,336,1657.3011972975123,460.30645783869005,418.88080520612664,5083.424584936362,1,0,7
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes,0.05755395642047514,0.6984924588015454,0.04020100482311053,346,2394.7860689950344,419.055954009727,862.5661669183487,4373.762584082136,1,0,7
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes,0.15671641674092227,0.6633663333496717,0.10396039552494854,357,858.0704358222033,419.56842737663646,114.98325635774466,4263.856385919807,0,0,7
40,140,195,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes,0.2857142836734694,0.7179487142669296,0.2051282040762656,375,1205.7637816434396,450.89509603571753,224.35454916156905,5131.483585650563,0,0,7
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,0.30708661175522356,0.6287128681746887,0.19306930597490443,368,1251.598499074136,463.8148636287025,234.84536042715803,5126.70749562888,0,0,7
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,0.1583333320138889,0.6153846122287969,0.09743589693622617,334,1520.1542616791837,436.31257687899404,351.1621841474603,5410.791065612966,0,0,7
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,0.15107913560374722,0.691542285116705,0.1044776114205094,361,1614.222529823616,401.6028606587497,374.9743833235781,4509.2497380605855,0,0,7
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,0.12499999908088236,0.6974358938593032,0.0871794867324129,348,3362.9517370017893,421.1012526785512,1698.044559996417,4343.109800089896,2,0,7
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,0.23741007023445992,0.6847290606663593,0.16256157555388387,375,2751.071916483216,402.40716887065145,1111.6986211978528,4995.801801722872,2,0,7
22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes,0.1654135325908757,0.6616915389965595,0.109452735773867,356,1908.50535511881,403.8454759724335,567.3903429066646,4525.789246147387,1,0,7
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,0.24615384426035505,0.6632653027384423,0.16326530528946273,358,3303.6333559644627,471.79211035097995,1653.2455974959144,5480.485401003936,2,0,7
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes,0.2740740720438958,0.6585365821534801,0.18048780399762046,377,949.5584532739365,408.37193403303735,139.89405818137305,5491.1435395390645,0,0,7
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,0.10714285637755103,0.7179487142669296,0.07692307652859962,350,1109.8582666569419,375.02433775114736,176.49237574857577,4329.647901267605,0,0,7
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,0.2954545432162535,0.6734693843190338,0.19897959082153271,367,2985.6305217076783,425.76596217849595,1283.8527441209385,5428.7201265588465,2,0,7
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,0.3305785096646404,0.6080401979495468,0.20100502411555266,360,2121.7268556832378,417.2020550477539,685.47602984852,4363.806936177324,1,0,7
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes,0.30303030073461895,0.6534653432996765,0.198019800999902,374,1983.4205854297952,416.27187221110574,603.959304856984,4858.942189568769,1,0,7
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,0.20422535067446937,0.6995073857167124,0.1428571421534131,374,2484.015528467871,391.67557572647553,880.4448448804395,4420.242421327971,1,0,7
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,0.2644628077317123,0.6080401979495468,0.16080401929244212,352,3199.0351564032994,454.10276271792975,1550.0776512839116,5487.997144945583,2,0,7
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,0.04285714255102041,0.6829268259369423,0.029268292540154672,351,1464.9898427424466,441.0771490277784,312.07286795378315,4881.415337420151,0,0,7
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,0.06666666611111112,0.6122448948354853,0.04081632632236568,324,1989.456617150384,422.6579879272759,579.210550334314,4874.631006290085,1,0,7
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,0.25563909582226246,0.6584158383246741,0.1683168308499167,369,1226.6179939139809,434.32346862054294,234.52272130346137,5598.24886084165,0,0,7
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,0.2592592573388203,0.6783919563899902,0.17587939610110856,369,1753.936955880771,444.1862931842044,474.13614299358284,4815.847006084564,1,0,7
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,0.11034482682520809,0.7286432124188783,0.08040200964622106,360,2173.982030613104,412.66507310030426,724.4844295454775,4803.775164377203,1,0,7
8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes,0.05882352897923876,0.6766169120566323,0.039800994826860725,345,3425.0080361513433,416.18799451183213,1735.2248320284175,5505.142630825357,2,0,7
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes,0.19379844811008956,0.6615384581459567,0.12820512754766603,349,1460.1067345078072,418.10851481623547,323.52058583541753,5237.6017186890485,0,0,7
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,0.12307692213017753,0.6467661659364867,0.07960198965372145,347,2410.899821505746,391.2346567125372,847.9940671796345,4740.364457282842,1,0,7
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,0.3023255790517397,0.6354679771651824,0.19211822565459002,371,2860.630802634207,416.51977592139843,1182.6187830327196,5045.263110453841,2,0,7
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,0.2814814793964335,0.6650246272658885,0.18719211730447233,376,3424.606244695179,450.5974948118326,1710.7375333171904,4888.9567039840385,2,0,7
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes,0.27499999770833333,0.5853658508030934,0.1609756089708507,358,2889.4142493887352,386.977291693648,1233.5255678407812,4860.207007035492,2,0,7
35,125,204,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes,0.27999999776,0.6127450950355633,0.17156862660995773,364,1574.923950985087,450.1118381031454,386.0901646369999,5430.996631892934,0,0,7
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,0.007575757518365474,0.6599999967,0.004999999975,333,1350.18507575607,374.1990504383398,264.99047417235454,4432.181105321818,0,0,7
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,0.2785714265816327,0.689655169016477,0.19211822565459002,382,1702.9121826746912,439.90541786448335,446.0136832588189,4799.413241692121,1,0,7
28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes,0.19310344694411416,0.7178217786246447,0.1386138606999314,375,1592.4064790404557,433.3546924986709,368.9384552637785,4466.400895435357,0,0,7
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,0.04687499963378906,0.6399999968,0.02999999985,334,2143.983100149285,410.5680905349036,674.0817385799812,4944.596719465033,1,0,7
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,0.04316546731535635,0.6984924588015454,0.030150753617332895,344,2095.530811806066,466.2208237454932,659.146586145948,5492.1726679376825,1,0,7
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,0.23770491608438593,0.6224489764160767,0.1479591829185756,347,3404.3832282064454,411.9849348902534,1759.689854306682,5339.024619931016,2,0,7
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,0.256944442660108,0.7309644632945966,0.18781725792986165,378,904.2417053557638,425.62305508482535,125.21481718168558,4401.307329219069,0,0,7
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,0.3166666640277778,0.6091370527454972,0.1928934000360741,355,1455.2086131284534,466.5050451301563,307.7859570338361,5442.10694830393,0,0,7
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,0.2695035441879181,0.7121212085246403,0.1919191909499031,377,1048.342972291015,407.34493051776667,170.51390796904872,5006.459061502869,0,0,7
14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes,0.11570247838262415,0.5960591103642409,0.0689655169016477,338,814.4005345851483,458.6013344990791,94.56507582813583,5544.903898505868,0,0,7
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes,0.047999999616,0.6127450950355633,0.02941176456170704,335,2315.482963747685,400.89442626646144,779.5291551480343,4888.936226919508,1,0,7
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes,0.23188405629069525,0.7005076106573218,0.16243654739879926,367,769.8185669191618,410.3086230981862,90.9273916478706,4822.073550811236,0,0,7
11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes,0.08870967670395422,0.6078431342752788,0.053921568363129564,339,1075.2818340876636,454.18821268409823,180.36184468793903,5098.021457021217,0,0,7
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,0.1666666654589372,0.68999999655,0.114999999425,361,790.3289156727786,408.19907468749375,97.04698133542682,4682.394528761238,0,0,7
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,0.2797202777641939,0.7114427825301354,0.19900497413430362,384,2065.937208268955,432.0007948640952,623.6288188811602,4448.91172421652,1,0,7
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,0.04225352082920056,0.702970293549652,0.029702970149985297,350,2259.1998300637265,438.3639902062352,741.8586925278557,4959.693156432416,1,0,7
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,0.298387094367846,0.6358974326364234,0.1897435887705457,356,1561.6340863225057,413.5591688193951,349.9440209125572,4435.086992771022,0,0,7
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,0.2611940279015371,0.6568627418781238,0.17156862660995773,373,821.3804744290361,385.5628856490245,99.00108873682937,4357.079234158964,0,0,7
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,4.759999809600007,0.49019606881968497,2.3333332875817003,195,2142.2869668549647,337.17351579183565,700.8357288430587,2879.119344555654,1,0,21
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon,6.26315756509697,0.34545453917355384,2.1636363242975216,193,2101.826661866913,319.60060792426657,634.4252899977521,2197.19145343845,1,0,21
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,3.499999883333337,0.5999999880000003,2.099999958000001,185,2068.877433074908,363.7078862532222,640.0670809351637,3253.729364788176,1,0,21
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon,14.249998218750225,0.15999999680000007,2.279999954400001,172,2185.313792535633,381.457394053205,612.379991751255,3359.160069147391,1,0,21
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,4.2272725351239755,0.42307691494082855,1.788461504068048,167,2162.2376653643755,290.31125106330757,706.8901955629531,1753.5491486102242,1,0,21
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,3.0769229585798863,0.4727272641322316,1.454545428099174,161,2183.300676641734,301.578263207325,601.9380414846893,2412.399856853329,1,0,21
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,3.1481480315500727,0.599999986666667,1.8888888469135814,157,2313.2757716868337,373.7756892902763,679.7166308905505,3340.43870202759,1,0,21
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,3.8636361880165366,0.415094331790673,1.603773554645782,160,2330.928690224415,407.29277681726217,674.199004910624,3535.8942222572164,1,0,21
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,3.727272557851247,0.4888888780246916,1.8222221817283961,149,2238.13036827362,355.57628638742415,687.6656664914141,2981.3339461252986,1,0,21
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,9.07692237869828,0.24074073628257897,2.1851851447187935,185,2192.6823304586933,266.21543698647946,596.000365148552,1942.9084100100076,1,0,21
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,3.3199998672000053,0.47169810430758297,1.5660377063011754,161,2120.5955732022126,349.6986874687814,701.823564746945,3332.521010705991,1,0,21
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,5.733332951111137,0.31914892937981004,1.8297871951109108,148,2024.084515503785,345.5370148523312,578.0926827419775,2893.288747155417,1,0,21
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,10.099998990000103,0.21276595291987335,2.148936124490721,158,2128.1437744402424,399.3867665604205,652.4024227667303,3314.7001102570894,1,0,21
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,13.222220753086583,0.17999999640000008,2.3799999524000013,178,2244.4719686689214,255.0168946912656,715.322132919026,1664.175320433025,1,0,21
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon,6.117646698961958,0.3695652093572781,2.260869516068054,167,2062.9584469551355,266.72542273330595,661.1657126531918,1856.715202654318,1,0,21
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon,7.9166660069445,0.23529411303344877,1.862745061514803,158,2168.6963580945367,295.4651192927486,663.8271152333684,1955.4675791893483,1,0,21
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,7.28571376530616,0.2692307640532545,1.961538423816569,168,2402.1131579956577,375.93725518782657,717.9665952714657,3334.013631114636,1,0,21
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,5.190475943310669,0.3818181748760332,1.9818181457851247,185,2234.4488162312628,388.9485557583704,620.0329181717841,3300.4359663413106,1,0,21
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon,4.499999750000014,0.35999999280000017,1.6199999676000008,149,2365.19275852046,378.0644052926181,718.6423934883895,3457.3095322628346,1,0,21
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,6.058823173010401,0.33333332679738575,2.019607803537102,171,2009.6095900021,274.5178630081412,630.6070967167235,1954.220819671192,1,0,21
105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon,7.499999464285753,0.2799999944000001,2.099999958000001,169,2298.74116065229,382.93438694442517,687.2201274045258,3558.827356918228,1,0,21
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,12.12499848437519,0.15384615088757403,1.8653845795118351,157,2166.4980975936883,308.6853095682652,620.5241720360708,2448.840137945328,1,0,21
120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon,6.315789141274255,0.3877550941274471,2.4489795418575606,188,2173.6578996790404,381.757023177273,665.3556514215458,3186.861274311356,1,0,21
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,5.937499628906273,0.2909090856198348,1.7272726958677693,166,2212.342151732135,265.3504730719636,638.5381067163496,1610.1363401151477,1,0,21
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,2.8620688668252114,0.5576922969674558,1.5961538154585806,164,2256.7513170617276,308.7591507638002,663.7850836497652,2120.715533994216,1,0,21
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,9.22222119753098,0.19999999555555567,1.844444403456791,137,2304.4839219965816,283.4349285273844,668.472542518509,2195.0883099663074,1,0,21
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,4.333333126984137,0.4199999916000002,1.8199999636000008,162,1981.8727427856284,326.7489835484927,592.2059427189395,2334.932211390332,1,0,21
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,23.199995360000926,0.092592590877915,2.1481481083676277,175,2055.282834932003,380.80958477420995,643.9420271483247,3275.3054879876595,1,0,21
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,3.999999857142862,0.5185185089163239,2.0740740356652956,194,2114.5026941998717,372.58367868908664,618.0666588869866,3057.607265536003,1,0,21
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,3.0344826539833565,0.5686274398308345,1.725490162245291,168,2198.6354255892297,295.3958315152098,611.0217791628434,2348.350885334081,1,0,21
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,7.8666661422222575,0.3333333259259261,2.6222221639506187,178,2039.0391028170395,313.89873911352197,586.3641454176438,2305.0930723341266,1,0,21
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,4.38095217233561,0.43749999088541686,1.916666626736112,161,2118.1043444966817,349.67199362167366,666.5134801422679,3006.28874154551,1,0,21
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,7.571428030612284,0.311111104197531,2.355555503209878,165,2059.506263566419,367.48769666323864,598.7899563812435,3279.5929016436094,1,0,21
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,19.799996040000792,0.10638297645993668,2.106382933906746,151,2047.3754123399424,340.39802590414973,582.2949372227963,2620.8975097971215,1,0,21
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,12.249998468750192,0.1568627420222992,1.921568589773165,157,2265.104613923396,309.40216683018724,685.3581779311929,2443.3752961220657,1,0,21
108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon,4.9090906859504235,0.47826085916824224,2.3478260359168255,176,2270.291530001782,326.4716055111124,685.2189532901776,2844.6061999884687,1,0,21
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,16.999997571428917,0.12727272495867772,2.1636363242975216,181,2203.8573365337797,267.7912548009354,678.0127098050264,1971.3012237181117,1,0,21
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon,4.333333172839512,0.5624999882812503,2.437499949218751,192,2186.034679896011,371.2002286130116,703.9785045699456,2949.2076529152855,1,0,21
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon,10.89999891000011,0.1886792417230332,2.0566037347810617,172,2355.478638277205,301.78631494506806,719.2795120827284,2121.7021120485915,1,0,21
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,4.999999687500019,0.34782607939508525,1.7391303969754262,142,2076.1059608777164,336.45108094801265,650.4568387857826,2350.148749128423,1,0,21
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,5.555555246913597,0.34615383949704154,1.9230768860946754,170,2106.2143166633405,388.35628415896554,686.5628829749782,3189.924710709377,1,0,21
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,12.999998142857407,0.13207546920612323,1.716981099679602,151,2244.331953513216,281.07601821932843,631.8868109591676,1894.7716793504767,1,0,21
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon,14.333330944444842,0.11320754503381991,1.6226414788180854,145,2163.6201311880745,291.45696958565236,671.8620666577308,1772.9838829184055,1,0,21
107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon,21.399995720000856,0.09615384430473377,2.057692268121303,164,2399.286260924509,395.0521348508212,710.9401471658289,3295.732617188854,1,0,21
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,6.4374995976562746,0.32653060558100805,2.1020407734277393,168,1964.8736881703207,357.90304421608215,579.2356325367194,2678.282339546419,1,0,21
101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon,5.049999747500013,0.4166666579861113,2.104166622829862,169,2042.1576811938337,354.1104474592346,608.9748456306065,3255.5119905596807,1,0,21
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,3.399999864000005,0.5319148822996834,1.8085105998189235,157,2288.6875580584538,368.1665663626171,681.9621046318252,3420.0985257294797,1,0,21
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,11.99999828571453,0.1372548992695118,1.6470587912341415,142,2350.5476667843536,356.722261517036,719.0605586455569,3107.029629755031,1,0,21
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon,3.6428570127551065,0.5185185089163239,1.8888888539094657,184,2019.4227607096632,380.81824961574864,632.8359576222364,3079.741033856535,1,0,21
